Mission Subphase,Sol,Centroid Longitude,Centroid Latitude,Area,Maximum Latitude,Minimum Latitude,Confidence Interval,Horizontal Distance,Vertical Distance
B04,12,-2.04999,-49.75,439092.84,-44.45,-55.15,75,695.4067995441505,632.9899044609213
B04,12,-129.45,-51.25,57910.613,-48.85,-53.35,75,216.88594721314837,266.2107074835651
B04,13,0.550003,-47.65,692815.62,-41.15,-53.75,100,927.7955714349391,745.3899809539826
B04,13,108.15,-52.55,384117.62,-47.35,-56.65,50,690.328687810562,550.1687954660346
B04,14,-41.15,-46.85,50189.152,-44.25,-50.15,75,144.80521144989936,349.03181647845173
B04,15,5.15001,-49.05,744934.62,-45.25,-53.75,75,1496.396531688138,502.84244746895627
B04,15,51.35,-41.65,260996.36,-33.05,-50.55,75,253.680296330754,1035.2638624360864
B04,15,112.95,-51.95,142712.8,-46.75,-55.55,50,269.62294539198297,520.5898279678606
B04,16,10.95,-47.05,471350.88,-40.55,-51.65,75,706.4465104514787,656.6530784594607
B04,16,55.35,-36.65,118466.34,-31.35,-41.25,50,201.61640107490845,585.663556463843
B04,16,117.95,-53.45,288273.97,-48.85,-58.55,50,505.9497609866341,573.8319694645734
B04,17,38.75,-51.35,225777.77,-46.95,-55.15,100,462.8036484474944,485.0950669700515
B04,18,28.15,-50.15,705137.88,-41.35,-58.05,75,709.6246680748893,987.9375144390082
B04,18,-152.95,-50.45,129882.8,-47.35,-54.75,75,300.72900235819884,437.76871897297394
B04,19,31.35,-48.75,776217.19,-41.75,-56.45,75,901.3398015165011,869.6216444463131
B04,19,-9.45,-50.25,101994.86,-43.45,-53.35,75,167.9383110214909,585.6635564638433
B04,20,33.35,-49.85,1018850.8,-42.15,-57.65,75,1115.682653983976,916.9479924433911
B04,20,-78.25,-16.55,66653.07,-14.15,-19.25,100,221.16675572598209,301.7054684813738
B04,20,-99.55,-22.55,310926.16,-15.15,-28.95,100,380.4179950456399,816.3795029495997
B04,20,-68.55,-48.85,131344.7,-43.25,-53.15,75,221.68220996708038,585.6635564638433
B04,20,108.15,-55.15,192428.59,-50.25,-59.35,50,354.72061877631273,538.3372084667647
B04,20,-20.05,-50.75,241399.53,-45.35,-55.75,50,391.23488637269196,615.2425239620169
B04,20,-173.15,-48.85,653794.06,-40.35,-56.45,75,682.5892640944527,952.4427534411998
B04,21,-39.65,-45.15,548744.31,-31.55,-54.55,75,391.8504857241207,1360.632504915999
B04,21,-113.05,-52.25,449178.97,-46.55,-58.95,75,620.5429408661857,733.5583939547133
B04,21,-98.95,-22.65,443797.06,-15.35,-29.65,100,525.40047710173,845.9584704477736
B04,22,163.65,-51.05,330791.81,-46.15,-57.05,75,519.9705915635891,644.8214914601912
B04,22,24.45,-48.55,187521.91,-43.45,-54.35,75,293.28516432906883,644.8214914601912
B04,22,-2.95,-51.75,99155.523,-47.55,-55.55,75,208.7616095852943,473.2634799707823
B04,22,-57.05,-42.05,426516.53,-30.35,-50.65,75,348.64796752219604,1200.9060804258602
B04,22,-81.75,-48.45,631318.38,-42.75,-53.95,75,952.4788447770325,662.5688719590955
B04,23,-72.85,-45.15,1761248.6,-33.85,-56.45,75,1325.9230026220014,1336.9693309174606
B04,23,34.45,-50.45,274823.12,-45.75,-55.35,75,485.5083076337684,567.9161759649393
B04,23,-4.25,-38.55,171622.97,-33.85,-42.75,75,325.1665250180257,526.5056214674954
B04,23,-171.85,-52.75,794216.69,-45.55,-58.95,75,992.8238709343129,792.7163289510612
B04,24,-126.55,-51.35,326852.09,-45.75,-57.45,75,475.64989871978713,692.1478394572695
B04,24,2.95001,-53.25,32859.984,-51.15,-55.55,75,126.5684045198937,260.2949139839303
B04,24,61.05,-39.25,224727.72,-31.55,-47.05,75,246.00673180526042,916.9479924433907
B04,24,-169.55,-41.55,693516.0,-32.25,-53.15,75,574.3694581531364,1236.4008414236691
B04,26,45.05,-52.25,150236.11,-47.45,-55.85,100,298.5797133926906,496.9266539693215
B04,26,174.75,-36.45,186249.81,-30.75,-42.45,75,270.08091299616257,692.1478394572695
B04,26,-61.85,-52.05,140692.62,-48.45,-55.85,75,322.33106365726445,437.76871897297394
B04,26,-7.45,-38.05,172281.61,-34.25,-41.45,75,403.64253956566256,425.93713197370437
B04,27,-130.45,-39.65,1591201.0,-27.85,-48.35,75,1290.6384342979254,1212.73766742513
B04,27,51.65,-38.95,499316.5,-30.95,-48.15,75,496.8008100368182,1017.5164819371821
B04,27,-10.95,-52.55,187211.41,-48.05,-55.55,50,415.18871733016886,443.6845124726084
B04,28,-1.45,-50.05,172976.73,-45.75,-53.95,75,355.408702452404,485.09506697005224
B04,28,115.55,-52.25,406154.84,-45.35,-58.45,100,521.133350377181,774.9689484521562
B04,28,167.45,-38.55,284773.78,-29.95,-44.55,100,324.816616160474,863.7058509466776
B04,28,52.45,-28.65,1480166.6,-17.65,-43.75,75,986.9019232161029,1544.0221034046776
B04,28,-108.75,-44.65,2047373.9,-34.95,-54.75,75,1762.726538275029,1171.3271129276866
B04,29,53.25,-25.45,1116696.1,-14.15,-38.55,75,785.4734648312211,1443.4536139108864
B04,30,59.85,-22.15,1086936.4,-9.35,-32.05,75,806.6708152133591,1342.8851244170949
B04,30,-66.55,-51.65,218352.28,-46.75,-55.75,75,406.9526668062815,532.4214149671302
B04,31,36.75,-20.95,617712.44,-13.75,-31.05,100,611.9934036379514,1023.432275436817
B04,31,-13.15,-51.75,424189.34,-44.65,-58.45,75,518.5633219254885,816.3795029495997
B04,31,-40.65,-47.25,37931.824,-45.95,-48.75,75,229.45489624786885,165.64221798977368
B04,31,-121.75,-53.85,38078.777,-51.95,-55.55,75,178.403457679476,212.96856598685162
B04,32,60.05,-19.05,1346385.1,-4.74999,-32.05,75,838.3770960176441,1615.0122169796446
B04,32,37.25,-12.55,1274283.9,9.55,-30.25,75,547.9729368961476,2354.4858128546425
B04,32,20.45,-52.25,215020.48,-49.25,-55.55,75,579.1852385145419,372.6949904769909
B04,33,49.55,-49.15,68720.867,-44.85,-54.15,75,125.93795109868447,550.1687954660342
B05,1,-120.65,-46.65,1211908.9,-40.05,-54.75,75,1417.2069090517427,869.6216444463131
B05,1,-53.85,-50.85,646683.5,-41.35,-57.05,75,674.8666500917393,928.7795794426603
B05,1,-5.95,-51.65,353822.12,-44.45,-56.65,75,479.6217536694285,721.7268069554431
B05,1,42.85,-24.15,1068910.6,-13.75,-35.45,50,840.6455097020967,1283.7271894207474
B05,2,51.45,-26.15,825313.31,-14.95,-37.35,50,626.7973849873007,1325.137743918191
B05,2,-9.45,-48.55,696625.25,-37.85,-55.75,75,638.7534684731936,1058.9270364346255
B05,2,-49.65,-45.55,493769.62,-37.45,-53.55,75,519.6719174001364,952.442753441199
B05,2,35.95,-52.35,168883.44,-47.75,-55.35,100,369.25899587821095,449.6003059722435
B05,3,38.15,-49.55,626637.56,-42.85,-56.45,75,782.3033007601811,804.5479159503304
B05,3,-6.14999,-54.35,366038.56,-50.25,-58.75,100,731.2785310993219,502.84244746895587
B05,3,-124.25,-53.35,232880.81,-49.25,-56.85,75,514.737552376061,449.6003059722432
B05,3,62.45,-41.05,177745.86,-36.15,-46.05,100,304.1039129732459,585.6635564638433
B05,4,5.45001,-52.95,423931.16,-47.35,-57.65,75,689.5224989878144,609.3267304623824
B05,4,64.85,-39.05,331616.28,-32.65,-45.25,75,445.1577737703461,745.3899809539826
B05,4,89.95,-18.85,607055.5,-4.95,-31.65,75,386.5804599293118,1579.516864402486
B05,4,-6.75,-43.35,93987.445,-40.75,-45.45,100,336.7438690873634,278.0422944828347
B05,5,10.25,-48.75,389674.72,-40.95,-55.15,75,458.7082824605646,840.0426769481385
B05,5,94.35,-20.85,725772.44,-8.45,-33.35,50,496.77037684762513,1473.0325814090602
B05,5,46.55,-53.45,55421.477,-50.95,-55.55,100,202.7619010082173,272.1265009831995
B05,5,-117.55,-44.65,790981.81,-38.05,-53.35,75,892.8145652524763,905.1164054441215
B05,5,-50.65,-50.25,1035678.8,-42.55,-57.65,75,1159.1223199551562,893.2848184448519
B05,5,-89.65,-53.65,247149.31,-49.45,-57.05,100,544.9557236601161,449.6003059722432
B05,6,52.85,-40.45,331217.5,-29.75,-50.55,50,269.4609930940671,1230.485047924034
B05,6,-95.15,-48.25,646913.38,-38.25,-54.35,50,656.7951558543288,952.4427534411998
B05,6,-120.05,-51.05,244448.08,-45.35,-56.45,75,371.64407828132227,656.6530784594607
B05,6,-17.55,-51.45,2078856.5,-41.55,-59.15,75,1957.7044665667627,1041.1796559357213
B05,7,-91.45,-52.45,366414.59,-47.95,-57.85,50,632.9049005701197,585.6635564638433
B05,7,-26.85,-50.05,1703854.9,-41.55,-56.65,75,1876.0579240786305,893.2848184448519
B05,7,-141.15,-46.35,701859.94,-38.05,-53.35,50,768.6534931551912,905.1164054441215
B05,8,-18.35,-44.35,993785.69,-30.75,-55.15,50,677.7234521366133,1443.4536139108861
B05,8,-117.85,-47.05,824850.88,-39.85,-55.35,75,911.754085064644,916.9479924433911
B05,8,63.05,-46.65,69553.898,-42.25,-49.95,75,151.2761837418625,455.5160994718783
B05,8,1.05,-39.95,682025.5,-31.35,-50.55,75,612.3264014520776,1135.8323519298774
B05,9,-55.05,-51.75,541498.31,-44.45,-56.85,100,722.1697533024925,733.5583939547126
B05,9,-166.65,-49.95,570683.75,-40.75,-57.45,75,569.709913236216,987.9375144390082
B05,9,65.25,-43.65,528639.5,-36.55,-51.85,75,591.2371490572588,905.1164054441215
B05,9,-17.75,-27.85,1198654.9,-13.25,-43.15,75,687.6402488932072,1768.822256390799
B05,10,-167.35,-48.85,546680.81,-40.75,-56.05,75,600.4102754646934,905.1164054441211
B05,10,12.95,-51.85,258567.81,-46.15,-57.65,100,381.1323066117089,680.3162524579999
B05,10,-34.45,-46.25,143384.58,-40.35,-54.35,75,177.14212071052862,828.2110899488692
B05,10,-133.95,-46.15,98068.453,-43.05,-48.75,75,289.63867606597603,337.20022947918255
B05,10,-11.35,-29.15,1209646.5,-14.35,-42.95,75,718.9611915667432,1691.9169408955474
B05,11,-76.65,-53.65,111695.67,-51.15,-56.05,75,384.98613093093974,289.87388148210425
B05,11,-132.45,-47.15,326898.62,-41.15,-53.55,75,448.19423233438454,733.5583939547126
B05,12,-85.85,-52.55,168594.08,-48.25,-57.05,75,324.9114382684554,520.5898279678606
B05,12,-53.25,-47.95,49462.289,-45.05,-50.35,100,157.0538136558814,313.5370554806438
B05,12,-27.65,-53.55,438840.5,-46.15,-59.35,75,552.8269802959925,780.8847419517909
B05,12,-139.25,-54.15,440915.12,-50.75,-57.45,75,1111.707705216099,396.35816447553043
B05,12,47.95,-51.35,119966.45,-47.55,-54.95,75,273.6344990781811,437.76871897297394
B05,13,54.15,-48.65,130464.07,-45.35,-51.65,75,349.1947063346693,372.6949904769909
B05,13,-68.95,-49.75,1878357.1,-43.75,-55.55,75,2690.0301949424243,698.0636329569039
B05,14,-38.15,-48.35,1670725.4,-38.45,-54.55,75,1699.1435409044943,952.442753441199
B05,17,-125.95,-49.65,465571.47,-42.55,-57.85,50,521.8290935662387,905.1164054441215
B05,17,54.25,-56.25,14755.412,-54.45,-57.45,100,82.50545351272086,177.47380498904326
B05,17,76.55,41.45,122683.33,44.95,37.95,75,296.4453502830528,414.10554497443445
B05,19,-78.25,-55.05,124161.59,-52.15,-57.65,75,380.32603530141955,325.368642479913
B05,19,-17.25,-54.55,213374.38,-50.75,-58.95,75,443.5042354648452,485.09506697005264
B05,21,-171.05,37.05,252685.34,41.85,31.75,75,422.06956526254567,597.4951434631129
B05,21,-20.55,-53.15,298095.31,-46.55,-59.35,100,392.66323544343453,757.2215679532518
B05,21,12.75,-56.25,76606.531,-53.45,-59.15,75,227.57512097791846,337.20022947918216
B05,22,-12.05,-57.25,26328.469,-55.45,-58.95,100,127.00576527937307,207.0527724872176
B05,22,33.05,-52.45,234515.3,-49.05,-55.75,75,591.3413768509829,396.35816447553043
B05,22,5.45001,-53.75,294438.25,-48.85,-58.95,75,495.1960927441616,597.4951434631132
B05,22,-17.95,43.45,563023.12,50.35,38.75,75,837.2390292714257,686.2320459576347
B05,22,-27.35,28.55,79775.023,31.05,27.15,75,347.6701855086629,230.71594648575655
B05,23,-30.75,50.45,132786.12,57.65,44.85,75,178.76473150519112,757.2215679532518
B05,23,18.35,42.05,662460.69,52.05,34.85,75,668.4377879047775,1017.5164819371821
B05,24,-25.75,-54.75,129330.06,-50.25,-58.75,75,255.8567763088344,502.84244746895587
B05,24,-44.65,26.45,289826.16,29.95,22.95,75,700.3202270625693,414.1055449744346
B05,24,95.95,42.35,951485.0,50.15,36.35,75,1185.43428882226,816.3795029495993
B05,24,41.35,49.85,459526.75,55.55,44.45,75,703.0813757737392,656.6530784594604
B05,25,-61.45,53.15,279240.66,58.85,47.95,75,436.24880415194946,644.8214914601912
B05,25,-37.55,33.55,2236158.8,55.75,5.95,75,760.5481819009538,2946.0651628181204
B05,25,59.25,-44.85,246227.81,-39.45,-51.25,75,356.46190173597427,698.0636329569039
B05,26,148.35,46.25,1851320.4,57.45,35.25,75,1421.1137844813218,1313.306156918921
B05,26,-68.15,-54.65,8360.2646,-53.25,-55.55,100,61.07299655971692,136.06325049159975
B05,27,-66.95,-57.05,19556.805,-55.95,-58.05,100,157.21926348184482,124.23166349233017
B05,27,-43.65,-49.25,114638.77,-43.25,-58.75,75,130.07490045701917,916.9479924433907
B05,27,65.75,-48.05,111892.71,-44.65,-51.85,75,263.897110732618,425.937131973704
B05,27,176.75,45.55,1643469.5,57.45,33.65,75,1175.705469964534,1407.9588529130776
B05,28,29.45,-56.05,28096.322,-54.05,-58.05,100,118.75849184763317,236.63173998539153
B05,29,-53.35,23.85,511375.84,31.65,15.25,100,527.2773946775724,970.1901339401038
B05,29,-158.85,35.75,671614.12,43.05,26.95,100,700.9294387621136,952.4427534411996
B05,29,140.55,47.35,3350740.0,59.45,33.65,75,2181.1815326600686,1526.2747229057734
B05,30,-48.35,22.95,718397.69,39.95,7.45,50,380.85340176550403,1922.6328873813036
B05,30,-158.35,31.15,884771.56,39.95,21.55,100,812.9240383637198,1088.5060039327996
B05,30,-116.05,51.45,1022238.6,59.95,41.45,75,923.0312463302818,1094.421797432434
B05,30,-95.85,45.35,379662.0,51.15,37.75,75,472.5754609996348,792.7163289510605
B05,30,-68.75,-47.45,274350.0,-41.75,-54.55,75,367.9910466916967,757.2215679532518
B05,31,-148.95,49.25,517672.0,58.25,41.05,75,514.8597134974152,1017.5164819371824
B05,31,-175.65,51.45,422954.56,58.05,45.25,75,562.1904960723004,757.2215679532518
B05,32,136.05,46.55,1234664.1,56.15,39.85,75,1320.429835411563,964.274340440469
B05,33,-46.05,35.75,252918.41,42.85,28.15,50,290.7260702442567,869.6216444463128
B05,33,63.75,-47.05,204668.53,-41.55,-50.35,100,385.6519288261697,520.589827967861
B05,33,30.15,-57.15,61503.566,-53.85,-59.15,75,192.85447106936724,313.537055480643
B06,2,-172.65,36.65,313854.62,42.55,30.75,75,450.403034684314,698.0636329569039
B06,2,-21.05,-55.75,69213.07,-52.45,-58.45,50,193.5981737040053,354.9476099780869
B06,2,-7.04999,-56.95,135281.61,-54.15,-59.45,50,429.8948795774528,313.5370554806438
B06,3,-155.55,33.75,72568.766,36.45,31.35,100,241.0303881742025,301.7054684813738
B06,3,-28.15,-55.25,44829.34,-53.15,-57.45,50,176.49387397321127,254.37912048429553
B06,3,18.95,-54.95,9362.8799,-53.45,-55.95,50,62.92193940212222,147.89483749086972
B06,4,-24.75,27.65,3156968.2,46.05,6.75001,50,1369.5531136483955,2324.9062537771183
B06,4,25.75,-55.25,33467.566,-53.15,-57.15,75,141.10705557034606,236.63173998539116
B06,4,-155.55,-58.45,3192.9934,-57.55,-59.05,75,35.83107394512941,88.7369024945222
B06,5,-39.25,34.95,435613.59,43.55,27.35,100,458.8751356839299,958.3585469408343
B06,5,-166.85,34.45,160897.81,38.35,30.55,100,348.96184196395023,461.43189297151275
B06,5,-111.95,-28.05,127309.66,-22.75,-33.05,50,208.92584678718637,609.3267304623822
B06,5,-80.95,-53.65,169519.64,-49.35,-58.05,50,330.08100267941285,514.6740344682258
B06,6,-3.45,43.45,1529987.8,59.95,17.55,75,580.9726236607565,2508.2964438451463
B06,6,-106.55,-23.15,51013.879,-21.05,-24.95,75,220.90736833253783,230.71594648575638
B06,6,24.95,-57.05,41268.262,-55.05,-58.85,50,183.11839696333905,224.80015298612196
B06,7,-22.85,31.85,974587.06,45.45,17.15,75,584.6320802971692,1674.169560396643
B06,7,96.35,24.45,73195.117,27.05,22.15,100,252.88561838437715,289.87388148210425
B06,7,-85.75,-59.05,11071.528,-58.15,-59.95,100,103.97762937587508,106.48428299342619
B06,7,23.25,-57.75,91504.195,-54.15,-59.85,75,265.981310277233,337.20022947918295
B06,7,155.15,-54.45,35954.828,-52.05,-56.15,75,147.01593324593105,242.54753348502595
B06,8,-173.45,37.35,215872.11,42.35,32.85,100,385.84268273585076,562.0003824653038
B06,8,17.35,-55.65,181781.02,-52.25,-58.45,75,492.09289538418136,366.7791969773565
B06,8,46.25,-57.95,46608.184,-55.25,-59.95,75,166.0597188770372,278.0422944828347
B06,8,155.95,-54.25,105042.81,-50.45,-57.15,75,262.31725391550145,396.35816447553003
B06,9,-159.35,33.95,29237.928,35.85,32.15,75,133.67885631577818,218.88435948648717
B06,9,-17.15,45.95,1579109.5,57.95,31.15,50,980.6745289926899,1585.4326579021217
B06,9,101.45,45.05,2085378.1,57.25,30.95,75,1330.271775223325,1555.853690403947
B06,9,-175.65,-51.35,341665.34,-44.35,-58.75,75,403.89779385777075,851.874263947408
B06,10,-168.55,-49.35,141097.91,-43.35,-54.95,75,205.13142051546473,686.2320459576347
B06,11,-39.85,37.75,338281.81,45.65,30.05,75,368.1894023746065,922.8637859430255
B06,11,98.45,53.55,405379.0,59.35,46.95,50,548.5286495405667,733.5583939547122
B06,11,63.65,-47.25,261307.41,-38.95,-55.95,75,261.7759429252887,1005.6848949379129
B06,12,-11.45,46.05,1088633.2,58.75,31.15,75,660.2090049621551,1632.7590058991993
B06,12,101.85,41.55,3074515.0,54.35,25.95,75,1810.1872990676059,1680.0853538962779
B06,13,18.95,49.75,1146322.6,59.35,41.35,75,1094.5573378583529,1064.84282993426
B06,13,12.35,-58.35,68167.156,-56.65,-59.95,75,348.73378002974545,195.22118548794762
B06,14,46.75,47.75,1578291.4,58.95,36.95,75,1224.891260200741,1301.474569919652
B06,14,-156.05,35.85,233136.39,39.95,32.15,100,506.91749044517576,461.4318929715131
B06,14,-46.45,25.95,510409.84,34.75,16.75,75,480.4923516620013,1064.8428299342604
B06,14,49.05,-58.15,17726.703,-56.65,-59.65,75,99.89490061067751,177.47380498904366
B06,15,-42.15,10.35,313368.12,14.95,5.95,75,589.3658891276284,532.4214149671301
B06,15,128.45,50.15,1290743.2,58.35,43.45,75,1491.9963075389062,881.453231445582
B06,15,-86.85,-55.55,140431.22,-52.55,-59.05,50,367.7439639490502,384.52657747626085
B06,16,174.45,46.05,1983341.0,59.35,31.95,75,1226.469657293846,1620.9274188999298
B06,16,-166.55,34.35,182451.44,38.15,30.95,100,429.6625877973123,425.937131973704
B06,16,-42.45,35.65,1894724.2,51.45,16.55,75,913.5682147332852,2064.6119313725385
B06,17,-159.85,26.65,143310.62,29.15,23.65,75,439.66673391254824,325.368642479913
B06,17,-153.65,42.55,2780431.2,56.65,25.75,75,1507.4486455355861,1827.980191387147
B06,17,-43.65,27.15,1811325.5,44.95,12.85,75,982.2779403864047,1898.9697133827644
B06,17,101.35,45.45,2888206.0,55.65,34.25,50,2274.6374063478065,1265.9798089218427
B06,17,34.65,48.15,447765.25,54.15,39.65,50,511.0683819090503,857.7900574470428
B06,18,-38.75,24.05,2036885.0,43.95,5.05,75,905.5567402961362,2301.2436713579295
B06,18,-54.75,50.25,1547694.2,57.45,41.75,75,1649.2094860755333,928.7795794426606
B06,18,107.85,39.45,4052436.8,57.55,16.35,75,1641.676632305692,2437.306921849529
B06,18,54.85,46.25,344818.19,49.95,42.55,50,788.2197894696397,437.76871897297394
B06,18,175.55,29.05,1905991.1,44.95,16.55,75,1165.8830372526352,1680.0853538962776
B06,19,-164.15,35.15,4025552.5,55.25,16.75,75,1820.3787973157453,2277.58049735939
B06,19,101.75,40.55,2245523.2,54.15,28.65,75,1520.3745474267507,1508.5273424068687
B06,19,-21.45,43.25,4984729.5,56.85,21.35,75,2263.78057033088,2100.106692370347
B06,19,-168.75,-51.05,640265.38,-43.55,-58.25,75,735.8997719815037,869.6216444463128
B06,20,-157.15,31.05,406692.72,37.25,25.35,100,580.2749265585949,703.9794264565387
B06,20,173.95,28.15,818301.94,39.95,12.65,75,503.0819034056347,1615.0116254002949
B06,20,-0.549988,41.95,5532099.0,56.05,18.85,50,2396.8796575950664,2200.6751818641383
B06,20,118.15,42.85,1757257.8,58.95,26.35,50,920.6140302533852,1928.5486808809387
B06,20,-165.55,-47.25,725626.19,-38.15,-54.95,75,723.2315832685831,993.8533079386433
B06,21,-164.75,40.25,3537209.5,59.55,15.95,75,1356.2560494090337,2579.2859658407638
B06,21,-23.65,37.75,4343772.5,53.95,18.05,75,2032.055651611216,2123.769866368886
B06,21,107.15,39.45,3858645.0,52.95,24.65,75,2307.020486779076,1674.1695603966427
B06,21,-97.35,43.85,27820.748,45.45,42.55,75,162.59203072770313,171.55801148940887
B06,21,-172.05,-42.95,482254.78,-32.05,-54.45,75,368.0550759278573,1325.137743918191
B06,22,-158.25,35.95,3056291.8,54.55,18.25,75,1455.6508604609462,2147.433040367425
B06,22,-17.55,37.95,5133645.0,54.75,8.65,50,1792.6076471039423,2727.180803331634
B06,22,126.95,40.35,6299948.0,58.15,15.75,75,2450.718726368287,2508.2964438451463
B06,22,-167.85,-46.35,141296.84,-42.05,-50.95,75,269.3773900794456,526.5056214674958
B06,23,-179.15,39.65,1373421.2,51.85,29.05,75,1037.104558398043,1348.8009179167298
B06,23,-32.15,25.05,4635438.5,49.15,1.35001,75,1690.5585520392171,2827.748701246075
B07,1,-81.75,-52.15,220844.09,-46.45,-56.55,75,364.7934726496359,597.4951434631125
B07,1,-58.35,32.55,91575.383,34.75,30.55,100,369.06124347113706,248.46332698466074
B07,1,-36.65,48.15,1522658.5,57.25,36.15,75,1193.4374156624506,1248.2324284229387
B07,2,-19.75,37.45,6447477.5,55.25,10.35,75,2352.2621227372965,2656.1912813360163
B07,2,170.25,35.35,364230.06,43.95,27.55,100,378.5900458187194,970.1901339401039
B07,3,-7.25,41.15,3383687.0,54.95,19.85,50,1569.0045837720313,2076.443518371808
B07,3,-59.55,32.75,100326.7,37.05,30.05,100,244.64494962178972,414.10554497443445
B07,3,-170.25,31.75,44721.457,33.35,30.15,100,236.27044909431294,189.30539198831283
B07,4,69.55,44.15,1634738.4,52.25,36.15,75,1723.484507789254,952.4427534411998
B07,4,-35.25,35.75,3095976.8,58.35,10.95,75,1120.9350582518862,2804.0861188268855
B07,5,-84.95,-53.35,113988.62,-49.75,-56.75,50,274.79173433731495,414.10554497443445
B07,5,97.45,25.85,3225297.2,47.05,6.95,50,1401.6660713084775,2372.2331933535465
B07,5,-8.34999,34.95,7150061.0,56.45,1.55,50,2144.2613507394303,3247.7706312994947
B07,5,175.05,37.45,237303.64,42.25,33.25,100,447.96765704529747,532.4214149671302
B07,5,-155.85,39.75,316001.78,45.25,33.85,75,467.98498995086834,674.4004589583651
B07,6,-86.05,-52.05,135197.62,-47.55,-56.35,50,259.3762101645477,520.5898279678606
B07,6,70.35,-23.45,1384950.8,-10.25,-37.35,50,874.3157345496631,1603.1800384010257
B07,6,133.25,-51.75,19523.777,-49.95,-53.45,50,94.20414138367639,207.05277248721723
B07,6,-151.15,37.35,294901.88,45.05,29.25,50,315.66877216659697,934.6953729422951
B07,6,-60.55,20.45,213174.92,24.75,16.15,75,419.4038502893506,508.7582409685912
B07,6,87.95,13.45,1865986.2,26.65,-0.749992,50,1159.8513842969587,1620.9269456364498
B07,7,70.55,-23.65,1310649.0,-11.25,-35.35,50,923.6564815348698,1425.706233411982
B07,7,140.65,-55.25,25252.625,-52.95,-56.95,75,105.94051088032998,236.63173998539116
