MDGM,Year,Ls,lon,lat,area
P01day10,28,136.5,136.4,72.5,449000.0
P01day10,28,136.5,-113.8,79.4,167000.0
P01day10,28,136.5,-78.9,-39.1,254000.0
P01day10,28,136.5,35.8,-41.3,158000.0
P01day11,28,137.0,118.1,70.1,492000.0
P01day11,28,137.0,-78.4,-19.4,696000.0
P01day11,28,137.0,-51.5,-22.5,654000.0
P01day11,28,137.0,36.1,-41.3,161000.0
P01day12,28,137.5,105.6,62.4,755000.0
P01day12,28,137.5,-61.0,72.9,627000.0
P01day12,28,137.5,-166.8,72.9,174000.0
P01day12,28,137.5,-69.4,-14.6,731000.0
P01day12,28,137.5,-48.0,-16.9,625000.0
P01day12,28,137.5,-61.1,-44.8,97100.0
P01day12,28,137.5,14.8,-42.7,82600.0
P01day12,28,137.5,120.8,-40.0,738000.0
P01day12,28,137.5,34.5,-33.7,179000.0
P01day12,28,137.5,-37.8,-18.1,19400.0
P01day12,28,137.5,-17.2,-25.6,1090000.0
P01day12,28,137.5,64.9,-34.9,27300.0
P01day12,28,137.5,-46.4,-42.4,549000.0
P01day13,28,137.9,-49.2,70.1,1650000.0
P01day13,28,137.9,109.1,61.3,433000.0
P01day13,28,137.9,43.7,-33.4,311000.0
P01day13,28,137.9,-9.2,-23.0,299000.0
P01day13,28,137.9,148.1,-36.8,852000.0
P01day13,28,137.9,-94.7,-43.2,384000.0
P01day13,28,137.9,-40.5,-8.7,695000.0
P01day13,28,137.9,-68.3,-12.0,425000.0
P01day13,28,137.9,-20.5,-38.5,129000.0
P01day13,28,137.9,67.4,-33.9,136000.0
P01day13,28,137.9,-38.7,-41.2,206000.0
P01day13,28,137.9,-68.8,-30.4,65100.0
P01day13,28,137.9,16.3,-32.6,207000.0
P01day13,28,137.9,118.4,-37.8,468000.0
P01day14,28,138.4,-43.8,66.6,1160000.0
P01day14,28,138.4,100.8,56.3,204000.0
P01day14,28,138.4,165.8,-32.6,298000.0
P01day14,28,138.4,-87.6,-39.5,158000.0
P01day14,28,138.4,-86.3,-25.9,158000.0
P01day14,28,138.4,-40.2,-4.0,997000.0
P01day14,28,138.4,-64.1,-27.5,189000.0
P01day14,28,138.4,-6.7,-21.1,429000.0
P01day14,28,138.4,-65.9,-38.9,185000.0
P01day14,28,138.4,-57.6,-21.4,19200.0
P01day14,28,138.4,-61.1,-13.2,54000.0
P01day14,28,138.4,147.3,-34.7,686000.0
P01day15,28,138.9,-50.0,66.7,1020000.0
P01day15,28,138.9,-69.5,78.9,125000.0
P01day15,28,138.9,104.7,72.5,383000.0
P01day15,28,138.9,-6.5,-14.8,372000.0
P01day15,28,138.9,-51.4,-32.7,95800.0
P01day15,28,138.9,-52.1,-41.5,199000.0
P01day15,28,138.9,-27.1,-28.4,207000.0
P01day15,28,138.9,-47.4,-28.4,15200.0
P01day15,28,138.9,170.3,-33.8,147000.0
P01day15,28,138.9,-52.2,-14.5,106000.0
P01day16,28,139.3,-43.4,63.2,859000.0
P01day16,28,139.3,-84.3,77.1,525000.0
P01day16,28,139.3,52.5,-39.9,403000.0
P01day16,28,139.3,-78.4,-23.7,60700.0
P01day17,28,139.8,-70.1,70.5,1990000.0
P01day17,28,139.8,80.0,-37.8,540000.0
P01day17,28,139.8,-39.4,-11.9,98600.0
P01day17,28,139.8,-18.7,-42.0,112000.0
P01day17,28,139.8,-92.3,-44.8,89200.0
P01day17,28,139.8,-20.4,-13.7,521000.0
P01day18,28,140.2,-77.0,68.9,1670000.0
P01day18,28,140.2,-10.7,-39.2,146000.0
P01day18,28,140.2,138.0,-36.3,74100.0
P01day18,28,140.2,98.7,-1.5,1020000.0
P01day18,28,140.2,77.0,-30.6,741000.0
P01day18,28,140.2,-92.1,-44.6,74400.0
P01day18,28,140.2,20.3,-32.6,165000.0
P01day18,28,140.2,-92.5,-44.7,82700.0
P01day18,28,140.2,-42.9,-12.5,438000.0
P01day19,28,140.8,174.1,-40.5,75000.0
P01day19,28,140.8,80.8,-30.4,1170000.0
P01day19,28,140.8,-54.6,64.2,1720000.0
P01day19,28,140.8,-96.8,-36.0,150000.0
P01day19,28,140.8,-105.3,-43.7,355000.0
P01day20,28,141.2,-65.2,63.5,998000.0
P01day20,28,141.2,78.6,-25.8,1330000.0
P01day20,28,141.2,-62.4,-31.0,332000.0
P01day20,28,141.2,-84.6,-27.3,231000.0
P01day20,28,141.2,-166.2,-49.3,163000.0
P01day20,28,141.2,-84.8,-39.9,378000.0
P01day21,28,141.6,-49.3,60.5,1370000.0
P01day21,28,141.6,-82.5,-20.3,652000.0
P01day21,28,141.6,80.5,2.3,590000.0
P01day22,28,142.1,-43.9,60.0,1820000.0
P01day22,28,142.1,113.7,76.2,144000.0
P01day22,28,142.1,11.3,-38.2,71400.0
P01day22,28,142.1,-128.8,-41.4,269000.0
P01day22,28,142.1,-80.8,-38.2,251000.0
P01day22,28,142.1,-52.6,-41.5,708000.0
P01day22,28,142.1,-51.6,-16.0,208000.0
P01day23,28,142.5,-44.4,58.0,863000.0
P01day23,28,142.5,148.1,63.6,247000.0
P01day23,28,142.5,22.0,-38.2,138000.0
P01day23,28,142.5,-122.0,-42.0,516000.0
P01day23,28,142.5,-47.6,-36.9,95200.0
P01day23,28,142.5,-15.4,-42.6,196000.0
P01day23,28,142.5,113.2,-43.5,587000.0
P01day23,28,142.5,-72.8,-9.5,157000.0
P01day24,28,143.0,63.7,23.0,118000.0
P01day24,28,143.0,-39.0,-38.9,234000.0
P01day24,28,143.0,-4.0,-41.1,375000.0
P01day24,28,143.0,-108.9,-41.8,732000.0
P01day24,28,143.0,-175.3,-50.3,225000.0
P01day24,28,143.0,156.5,-39.9,205000.0
P01day24,28,143.0,118.5,-40.8,769000.0
P01day24,28,143.0,-32.3,59.8,1080000.0
P01day24,28,143.0,-70.9,-9.9,137000.0
P02day04,28,145.1,70.5,22.8,20600.0
P02day04,28,145.1,81.3,-38.9,758000.0
P02day04,28,145.1,32.1,-39.6,737000.0
P02day04,28,145.1,-77.6,-29.7,92700.0
P02day04,28,145.1,-79.1,-43.8,36500.0
P02day04,28,145.1,-23.6,-41.6,148000.0
P02day04,28,145.1,128.4,-34.9,244000.0
P02day05,28,145.6,69.6,22.5,15000.0
P02day05,28,145.6,-3.2,-41.3,707000.0
P02day05,28,145.6,-65.2,-30.2,237000.0
P02day05,28,145.6,-78.5,-28.5,96200.0
P02day05,28,145.6,-86.3,-27.1,65300.0
P02day05,28,145.6,-104.7,-40.7,799000.0
P02day05,28,145.6,128.5,-35.9,248000.0
P02day05,28,145.6,156.4,-31.8,407000.0
P02day05,28,145.6,176.5,-41.7,87300.0
P02day05,28,145.6,88.2,-6.5,117000.0
P02day06,28,146.1,69.0,24.0,45100.0
P02day06,28,146.1,110.8,-33.6,258000.0
P02day06,28,146.1,-62.5,-30.5,306000.0
P02day06,28,146.1,32.9,-46.2,464000.0
P02day06,28,146.1,127.3,-16.8,1890000.0
P02day06,28,146.1,175.6,-41.2,97000.0
P02day06,28,146.1,-87.6,-37.3,372000.0
P02day06,28,146.1,-89.7,-25.5,615000.0
P02day06,28,146.1,-31.7,-25.2,81100.0
P02day06,28,146.1,-156.3,-45.2,126000.0
P02day07,28,146.5,-69.0,-31.3,85800.0
P02day07,28,146.5,-21.9,-30.2,1020000.0
P02day07,28,146.5,-69.0,-20.5,1540000.0
P02day07,28,146.5,-80.5,-8.2,53400.0
P02day07,28,146.5,81.9,-35.2,826000.0
P02day07,28,146.5,155.5,-41.4,20700.0
P02day07,28,146.5,173.0,-44.8,20300.0
P02day07,28,146.5,17.6,-10.3,2690.0
P02day07,28,146.5,-154.8,-46.5,168000.0
P02day08,28,147.0,-7.2,77.8,77000.0
P02day08,28,147.0,-66.8,78.5,119000.0
P02day08,28,147.0,-73.2,-14.5,1450000.0
P02day08,28,147.0,-67.1,-36.5,56600.0
P02day08,28,147.0,-28.4,-22.7,2670000.0
P02day08,28,147.0,58.5,-37.2,849000.0
P02day08,28,147.0,176.7,-37.2,36600.0
P02day08,28,147.0,-145.8,-44.8,538000.0
P02day09,28,147.5,1.7,77.4,33500.0
P02day09,28,147.5,-72.2,79.7,197000.0
P02day09,28,147.5,-25.0,23.2,111000.0
P02day09,28,147.5,-123.3,-35.8,78900.0
P02day09,28,147.5,-120.2,-45.6,272000.0
P02day09,28,147.5,-63.0,-35.5,84600.0
P02day09,28,147.5,20.1,-41.1,107000.0
P02day09,28,147.5,-37.6,-46.5,45000.0
P02day09,28,147.5,-156.4,-40.0,323000.0
P02day09,28,147.5,-19.3,-19.1,964000.0
P02day09,28,147.5,-59.1,-15.1,2790000.0
P02day09,28,147.5,151.8,-20.3,30700.0
P02day09,28,147.5,45.9,-31.0,118000.0
P02day10,28,148.0,144.4,66.3,23000.0
P02day10,28,148.0,69.8,-33.9,313000.0
P02day10,28,148.0,-137.3,-46.3,70800.0
P02day10,28,148.0,-106.8,-44.5,638000.0
P02day10,28,148.0,-38.9,-41.0,185000.0
P02day10,28,148.0,143.3,-39.9,1300000.0
P02day10,28,148.0,-4.7,-17.2,2510000.0
P02day10,28,148.0,-10.0,-33.4,126000.0
P02day10,28,148.0,-52.6,-15.7,2250000.0
P02day10,28,148.0,-62.9,-35.8,81600.0
P02day11,28,148.4,-77.1,78.8,764000.0
P02day11,28,148.4,116.5,63.2,81100.0
P02day11,28,148.4,-101.8,-39.6,545000.0
P02day11,28,148.4,71.0,-28.9,551000.0
P02day11,28,148.4,159.6,-45.2,1560000.0
P02day11,28,148.4,-139.1,-43.2,1130000.0
P02day11,28,148.4,142.7,-26.5,2370000.0
P02day11,28,148.4,-86.4,-46.9,375000.0
P02day11,28,148.4,-50.0,-12.2,1280000.0
P02day11,28,148.4,2.7,-19.5,2710000.0
P02day12,28,148.9,144.5,67.0,83500.0
P02day12,28,148.9,-59.4,68.9,509000.0
P02day12,28,148.9,68.7,73.2,85600.0
P02day12,28,148.9,-91.3,-38.0,731000.0
P02day12,28,148.9,-38.0,-37.6,1620000.0
P02day12,28,148.9,-161.3,-45.7,963000.0
P02day12,28,148.9,27.7,-39.1,121000.0
P02day12,28,148.9,-50.0,-14.0,2450000.0
P02day12,28,148.9,5.9,-20.9,2370000.0
P02day12,28,148.9,163.0,-33.3,1090000.0
P02day12,28,148.9,133.7,-27.1,358000.0
P02day13,28,149.4,-164.7,70.5,148000.0
P02day13,28,149.4,-45.0,64.6,359000.0
P02day13,28,149.4,74.4,75.2,723000.0
P02day13,28,149.4,-72.1,80.0,128000.0
P02day13,28,149.4,-144.6,-43.4,903000.0
P02day13,28,149.4,-78.6,-55.1,317000.0
P02day13,28,149.4,-163.1,-29.0,801000.0
P02day13,28,149.4,25.5,-40.6,161000.0
P02day13,28,149.4,-46.1,-16.1,1950000.0
P02day13,28,149.4,-4.1,-16.9,1070000.0
P02day13,28,149.4,158.7,-43.7,168000.0
P02day25,28,155.2,-113.8,-42.2,1200000.0
P02day25,28,155.2,-146.2,-39.2,96300.0
P02day25,28,155.2,128.9,-43.6,895000.0
P02day25,28,155.2,8.0,-42.2,630000.0
P02day25,28,155.2,-54.2,-14.5,90300.0
P02day26,28,155.7,43.9,-33.2,111000.0
P02day26,28,155.7,-85.1,-39.0,564000.0
P02day26,28,155.7,36.2,-42.6,21100.0
P02day26,28,155.7,23.0,-44.8,308000.0
P02day26,28,155.7,153.1,-39.0,3230000.0
P02day26,28,155.7,-50.9,-14.8,176000.0
P02day26,28,155.7,-141.7,-42.5,234000.0
P02day27,28,156.2,-111.9,75.8,225000.0
P02day27,28,156.2,15.7,-46.3,183000.0
P02day27,28,156.2,-75.2,-36.7,118000.0
P02day27,28,156.2,121.3,-42.1,5270000.0
P02day27,28,156.2,-45.0,-37.5,429000.0
P02day27,28,156.2,-73.6,-9.0,199000.0
P02day27,28,156.2,-46.6,-14.2,215000.0
P02day27,28,156.2,20.8,-38.8,471000.0
P02day28,28,156.6,-67.4,65.5,360000.0
P02day28,28,156.6,48.2,-40.2,679000.0
P02day28,28,156.6,-134.9,-37.3,6130000.0
P02day28,28,156.6,-42.7,-36.3,585000.0
P02day28,28,156.6,-60.9,-12.5,583000.0
P02day28,28,156.6,-92.7,-26.7,205000.0
P02day28,28,156.6,-64.1,-21.4,69500.0
P02day29,28,157.1,-42.6,-19.7,2200000.0
P02day29,28,157.1,87.7,-43.9,827000.0
P02day29,28,157.1,172.1,-45.5,70200.0
P02day29,28,157.1,-132.9,-40.4,4040000.0
P02day29,28,157.1,-0.4,-35.6,18700.0
P02day29,28,157.1,-7.0,-20.2,158000.0
P02day30,28,157.6,77.4,-41.3,877000.0
P02day30,28,157.6,119.1,-43.6,763000.0
P02day30,28,157.6,-163.2,-24.0,1090000.0
P02day30,28,157.6,-78.2,-41.9,694000.0
P02day30,28,157.6,-40.3,-14.7,1550000.0
P02day30,28,157.6,39.8,-38.2,700000.0
P02day30,28,157.6,2.2,-38.6,289000.0
P02day31,28,158.1,138.5,-35.8,3630000.0
P02day31,28,158.1,-117.1,-44.0,958000.0
P02day31,28,158.1,20.7,-49.2,185000.0
P02day31,28,158.1,34.0,-40.0,137000.0
P02day31,28,158.1,-26.2,-13.6,1430000.0
P02day31,28,158.1,-52.5,-15.1,114000.0
P02day32,28,158.6,138.9,-32.7,4620000.0
P02day32,28,158.6,-50.2,-15.4,321000.0
P02day33,28,159.1,127.1,-36.9,189000.0
P02day33,28,159.1,141.0,-30.4,3060000.0
P02day33,28,159.1,-47.4,-21.3,708000.0
P02day33,28,159.1,-45.7,-41.6,162000.0
P03day01,28,159.7,141.9,-24.6,2190000.0
P03day01,28,159.7,-34.0,64.9,60400.0
P03day04,28,161.2,-112.7,72.9,1010000.0
P03day04,28,161.2,-38.8,68.6,46600.0
P03day04,28,161.2,-83.0,-39.8,145000.0
P03day04,28,161.2,-139.3,-43.1,407000.0
P03day04,28,161.2,-40.5,-42.5,413000.0
P03day04,28,161.2,-154.2,-30.7,110000.0
P03day04,28,161.2,-96.9,-48.9,57100.0
P03day04,28,161.2,151.8,-40.5,1150000.0
P03day04,28,161.2,175.3,-30.5,133000.0
P03day04,28,161.2,-30.2,-14.9,616000.0
P03day05,28,161.7,-138.2,67.5,367000.0
P03day05,28,161.7,152.1,71.2,122000.0
P03day05,28,161.7,2.3,62.8,168000.0
P03day05,28,161.7,176.4,-19.6,119000.0
P03day05,28,161.7,-150.4,-41.7,190000.0
P03day05,28,161.7,29.6,-45.6,11900.0
P03day05,28,161.7,-68.8,67.0,243000.0
P03day06,28,162.2,-86.9,74.9,911000.0
P03day06,28,162.2,168.1,-47.5,312000.0
P03day06,28,162.2,34.1,-42.9,101000.0
P03day06,28,162.2,-99.2,-27.1,27600.0
P03day06,28,162.2,-80.9,-39.7,68800.0
P03day06,28,162.2,-67.9,62.8,724000.0
P03day07,28,162.7,-40.7,61.9,1360000.0
P03day07,28,162.7,113.1,67.5,94600.0
P03day07,28,162.7,-147.0,-41.5,1890000.0
P03day07,28,162.7,-69.0,-42.4,172000.0
P03day07,28,162.7,-104.5,62.6,480000.0
P03day08,28,163.2,118.9,69.0,130000.0
P03day08,28,163.2,-38.8,61.7,1350000.0
P03day08,28,163.2,-82.0,79.3,712000.0
P03day08,28,163.2,-142.4,-42.1,892000.0
P03day08,28,163.2,-59.4,-37.7,352000.0
P03day08,28,163.2,-27.2,-47.8,70400.0
P03day08,28,163.2,-34.4,-16.6,887000.0
P03day09,28,163.7,-79.0,75.2,1550000.0
P03day09,28,163.7,88.6,74.6,81200.0
P03day09,28,163.7,-122.8,-44.0,1100000.0
P03day09,28,163.7,-85.2,-40.3,119000.0
P03day09,28,163.7,-11.8,-30.4,88500.0
P03day09,28,163.7,-53.5,-27.8,400000.0
P03day09,28,163.7,28.9,-42.5,616000.0
P03day09,28,163.7,-32.4,-11.3,654000.0
P03day10,28,164.2,132.8,64.7,70600.0
P03day10,28,164.2,-64.3,72.0,1490000.0
P03day10,28,164.2,18.3,76.5,86800.0
P03day10,28,164.2,125.0,79.4,231000.0
P03day10,28,164.2,149.7,-45.8,11500.0
P03day10,28,164.2,-25.4,-14.1,1150000.0
P03day10,28,164.2,-48.9,-14.3,246000.0
P03day10,28,164.2,47.0,-50.5,120000.0
P03day10,28,164.2,149.8,-45.6,15800.0
P03day10,28,164.2,-148.6,69.1,38600.0
P03day10,28,164.2,16.7,70.2,110000.0
P03day10,28,164.2,150.0,-45.9,10800.0
P03day11,28,164.7,47.0,72.1,97500.0
P03day11,28,164.7,-41.8,68.8,3000000.0
P03day11,28,164.7,154.9,-45.1,1360000.0
P03day11,28,164.7,42.1,-41.9,469000.0
P03day11,28,164.7,-99.8,-28.8,20200.0
P03day11,28,164.7,-36.1,-48.2,51700.0
P03day11,28,164.7,-144.8,-41.9,246000.0
P03day11,28,164.7,-20.6,-18.6,1170000.0
P03day12,28,165.2,-135.0,-46.0,1810000.0
P03day12,28,165.2,154.5,-35.0,2270000.0
P03day12,28,165.2,-37.1,65.6,3720000.0
P03day12,28,165.2,53.4,-37.7,213000.0
P03day13,28,165.7,-103.8,78.3,98100.0
P03day13,28,165.7,132.4,66.4,105000.0
P03day13,28,165.7,-107.8,-49.4,1430000.0
P03day13,28,165.7,29.7,-44.7,68000.0
P03day13,28,165.7,-0.8,-46.5,50100.0
P03day13,28,165.7,-46.2,-42.8,143000.0
P03day13,28,165.7,-25.3,63.3,3930000.0
P03day13,28,165.7,53.8,-37.2,281000.0
P03day14,28,166.2,-69.8,70.9,460000.0
P03day14,28,166.2,-16.5,58.1,1910000.0
P03day14,28,166.2,80.6,75.6,143000.0
P03day14,28,166.2,27.2,67.8,157000.0
P03day14,28,166.2,99.9,52.6,833000.0
P03day14,28,166.2,154.3,-48.6,555000.0
P03day14,28,166.2,-47.4,-38.5,19400.0
P03day14,28,166.2,-108.9,-39.6,2910.0
P03day14,28,166.2,148.3,72.4,44300.0
P03day14,28,166.2,-38.5,-8.6,430000.0
P03day15,28,166.8,-29.7,67.4,243000.0
P03day15,28,166.8,156.1,74.1,381000.0
P03day15,28,166.8,-99.1,75.7,231000.0
P03day15,28,166.8,-80.2,-37.1,45300.0
P03day15,28,166.8,-75.7,-46.0,153000.0
P03day15,28,166.8,-41.8,-40.7,65100.0
P03day15,28,166.8,-172.4,-44.1,387000.0
P03day15,28,166.8,12.3,66.9,67000.0
P03day15,28,166.8,-8.3,68.3,1020000.0
P03day15,28,166.8,166.3,-34.3,131000.0
P03day15,28,166.8,-32.0,-15.7,655000.0
P03day16,28,167.2,144.6,68.6,64500.0
P03day16,28,167.2,2.6,66.3,1220000.0
P03day16,28,167.2,-43.6,-45.4,137000.0
P03day16,28,167.2,103.6,-52.9,272000.0
P03day16,28,167.2,-84.4,-20.3,717000.0
P03day16,28,167.2,-106.8,-48.2,768000.0
P03day16,28,167.2,-54.4,-27.8,1440000.0
P03day16,28,167.2,-36.8,66.0,976000.0
P03day16,28,167.2,-28.7,-11.8,1180000.0
P03day16,28,167.2,-159.2,-40.1,127000.0
P03day17,28,167.7,144.3,73.4,143000.0
P03day17,28,167.7,4.2,66.4,2050000.0
P03day17,28,167.7,-77.4,68.9,1570000.0
P03day17,28,167.7,133.4,-52.2,1060000.0
P03day17,28,167.7,-73.8,-21.9,1750000.0
P03day17,28,167.7,-52.0,-36.3,1820000.0
P03day17,28,167.7,20.1,-46.3,66400.0
P03day17,28,167.7,-172.5,73.2,66900.0
P03day17,28,167.7,-23.0,-14.2,1070000.0
P03day17,28,167.7,43.2,-45.5,495000.0
P03day18,28,168.2,-135.3,70.7,1270000.0
P03day18,28,168.2,-53.2,65.4,116000.0
P03day18,28,168.2,-69.0,70.3,125000.0
P03day18,28,168.2,-51.3,-24.4,4510000.0
P03day18,28,168.2,160.2,-47.3,1200000.0
P03day18,28,168.2,5.3,-47.8,346000.0
P03day18,28,168.2,28.9,-52.8,38500.0
P03day18,28,168.2,-57.6,58.7,1280000.0
P03day18,28,168.2,-121.0,-8.8,899.0
P03day19,28,168.7,-126.1,68.2,476000.0
P03day19,28,168.7,-129.3,61.7,68700.0
P03day19,28,168.7,161.3,-34.4,1270000.0
P03day19,28,168.7,-133.2,-50.6,1470000.0
P03day19,28,168.7,37.9,-48.1,222000.0
P03day19,28,168.7,-27.8,58.7,2530000.0
P03day19,28,168.7,-38.2,-26.5,4250000.0
P03day19,28,168.7,-104.0,53.0,275000.0
P03day20,28,169.3,25.8,66.3,446000.0
P03day20,28,169.3,-82.0,72.9,752000.0
P03day20,28,169.3,-79.5,61.8,560000.0
P03day20,28,169.3,50.7,-52.3,683000.0
P03day20,28,169.3,-25.9,-49.0,19000.0
P03day20,28,169.3,81.7,-56.7,45200.0
P03day20,28,169.3,-141.9,-41.9,714000.0
P03day20,28,169.3,165.3,-35.1,952000.0
P03day20,28,169.3,-30.8,-21.4,3020000.0
P03day20,28,169.3,-46.2,-43.4,868000.0
P03day20,28,169.3,-25.2,60.8,1530000.0
P03day20,28,169.3,56.5,-37.2,436000.0
P03day21,28,169.8,122.9,66.5,232000.0
P03day21,28,169.8,-35.0,62.0,926000.0
P03day21,28,169.8,21.1,61.0,2230000.0
P03day21,28,169.8,-15.5,-44.1,20800.0
P03day21,28,169.8,152.2,-31.6,3180000.0
P03day21,28,169.8,-38.6,-17.1,2500000.0
P03day21,28,169.8,-147.4,-41.0,593000.0
P03day21,28,169.8,59.5,-32.4,66300.0
P03day22,28,170.3,23.8,63.1,3050000.0
P03day22,28,170.3,30.2,79.4,196000.0
P03day22,28,170.3,-166.9,67.6,459000.0
P03day22,28,170.3,-85.6,-40.2,96000.0
P03day22,28,170.3,-67.5,-50.6,97300.0
P03day22,28,170.3,-162.4,-36.4,823000.0
P03day22,28,170.3,-42.2,62.5,334000.0
P03day22,28,170.3,-32.6,51.0,512000.0
P03day22,28,170.3,109.4,39.3,78600.0
P03day23,28,170.7,-152.2,71.1,627000.0
P03day23,28,170.7,-50.1,71.4,298000.0
P03day23,28,170.7,-85.0,-40.6,51300.0
P03day24,28,171.3,-24.7,65.3,1060000.0
P03day24,28,171.3,14.4,68.8,789000.0
P03day24,28,171.3,163.3,-42.4,1080000.0
P03day24,28,171.3,28.3,-46.0,150000.0
P03day24,28,171.3,7.7,-51.6,278000.0
P03day24,28,171.3,-148.8,71.8,102000.0
P03day25,28,171.9,-145.4,70.0,78000.0
P03day25,28,171.9,4.1,64.7,2800000.0
P03day25,28,171.9,39.8,-50.4,253000.0
P03day25,28,171.9,172.5,-34.9,22900.0
P03day26,28,172.3,-90.6,66.1,858000.0
P03day26,28,172.3,52.5,65.9,1050000.0
P03day26,28,172.3,9.4,61.1,1500000.0
P03day26,28,172.3,50.5,-51.6,354000.0
P03day26,28,172.3,90.4,-55.5,222000.0
P03day26,28,172.3,48.1,-39.6,62500.0
P03day26,28,172.3,-34.4,-15.8,752000.0
P03day26,28,172.3,-8.1,-12.4,480000.0
P03day27,28,172.8,74.3,64.9,2370000.0
P03day27,28,172.8,-13.1,58.4,1150000.0
P03day27,28,172.8,-18.8,77.5,109000.0
P03day27,28,172.8,101.4,-53.1,346000.0
P03day27,28,172.8,-129.5,-50.2,96000.0
P03day27,28,172.8,-58.5,-48.6,52100.0
P03day27,28,172.8,-59.0,-49.0,19600.0
P03day28,28,173.3,59.4,67.0,1310000.0
P03day28,28,173.3,3.1,72.2,506000.0
P03day28,28,173.3,-30.7,76.4,243000.0
P03day28,28,173.3,-12.7,-41.3,337000.0
P03day28,28,173.3,141.2,-51.6,409000.0
P03day28,28,173.3,10.2,-46.3,79900.0
P03day28,28,173.3,119.8,60.9,718000.0
P03day28,28,173.3,-24.1,-16.1,331000.0
P03day29,28,173.9,54.6,73.9,440000.0
P03day29,28,173.9,-11.1,74.1,1030000.0
P03day29,28,173.9,-105.1,74.8,437000.0
P03day29,28,173.9,114.2,62.5,1720000.0
P03day29,28,173.9,23.4,-51.2,137000.0
P03day29,28,173.9,34.4,-41.5,53300.0
P03day29,28,173.9,-20.3,-22.7,1080000.0
P03day29,28,173.9,159.2,-47.3,1250000.0
P03day29,28,173.9,-46.3,-22.5,674000.0
P03day30,28,174.4,-64.4,65.0,1400000.0
P03day30,28,174.4,104.3,63.5,1130000.0
P03day30,28,174.4,0.7,74.9,1020000.0
P03day30,28,174.4,-30.0,-49.4,433000.0
P03day30,28,174.4,44.3,-49.8,369000.0
P03day30,28,174.4,0.5,-52.3,41800.0
P03day30,28,174.4,-154.1,-38.9,2600000.0
P03day30,28,174.4,-110.5,-50.8,1560000.0
P03day31,28,174.9,31.6,76.6,487000.0
P03day31,28,174.9,-20.2,63.0,3980000.0
P03day31,28,174.9,-142.3,66.1,80800.0
P03day31,28,174.9,157.7,-29.4,2370000.0
P03day31,28,174.9,98.7,-55.0,518000.0
P03day31,28,174.9,-97.4,-46.7,2040000.0
P03day31,28,174.9,-35.9,-23.4,1230000.0
P03day32,28,175.4,8.3,65.1,6410000.0
P03day32,28,175.4,120.9,-54.0,823000.0
P03day32,28,175.4,161.5,-41.4,990000.0
P03day32,28,175.4,-69.8,-46.9,407000.0
P03day32,28,175.4,-133.9,-36.5,277000.0
P03day32,28,175.4,-26.8,-39.6,1620000.0
P03day32,28,175.4,40.0,-50.0,233000.0
P03day32,28,175.4,-103.2,-42.4,168000.0
P03day32,28,175.4,-169.2,-27.1,928000.0
P03day32,28,175.4,-32.8,-16.2,700000.0
P03day33,28,175.9,60.4,64.5,1300000.0
P03day33,28,175.9,-9.4,60.3,510000.0
P03day33,28,175.9,-59.5,70.5,1480000.0
P03day33,28,175.9,111.8,66.1,819000.0
P03day33,28,175.9,-88.8,-48.9,2030000.0
P03day33,28,175.9,-146.7,-42.3,4240000.0
P03day33,28,175.9,-25.1,-23.0,750000.0
P03day33,28,175.9,37.7,-42.7,946000.0
P03day33,28,175.9,65.9,-32.2,890000.0
P03day33,28,175.9,-15.8,-50.0,950000.0
P03day33,28,175.9,-28.4,37.5,221000.0
P03day33,28,175.9,-52.2,-14.9,133000.0
P04day01,28,176.5,121.1,69.9,1540000.0
P04day01,28,176.5,39.5,61.2,2180000.0
P04day01,28,176.5,-34.8,66.5,2380000.0
P04day01,28,176.5,68.7,-28.4,407000.0
P04day01,28,176.5,-86.3,-47.5,429000.0
P04day01,28,176.5,164.0,-33.1,1380000.0
P04day01,28,176.5,114.8,-55.8,455000.0
P04day01,28,176.5,-139.2,-45.7,1860000.0
P04day01,28,176.5,36.5,-54.0,691000.0
P04day01,28,176.5,-15.5,-43.1,9060.0
P04day01,28,176.5,-41.6,-44.6,423000.0
P04day01,28,176.5,79.4,64.1,17500.0
P04day02,28,177.0,3.7,65.5,3180000.0
P04day02,28,177.0,138.4,66.6,315000.0
P04day02,28,177.0,71.6,-24.3,556000.0
P04day02,28,177.0,-160.4,-26.2,2270000.0
P04day02,28,177.0,-119.2,-42.6,615000.0
P04day02,28,177.0,44.9,-46.9,933000.0
P04day02,28,177.0,8.1,-38.1,819000.0
P04day02,28,177.0,-15.2,-21.9,475000.0
P04day03,28,177.6,44.0,68.8,572000.0
P04day03,28,177.6,-50.4,68.5,704000.0
P04day03,28,177.6,66.6,-25.1,1690000.0
P04day03,28,177.6,-105.9,-43.3,1810000.0
P04day03,28,177.6,-169.3,-49.2,539000.0
P04day03,28,177.6,-7.0,-47.9,549000.0
P04day03,28,177.6,93.6,34.6,361000.0
P04day03,28,177.6,-15.3,-24.0,345000.0
P04day03,28,177.6,62.1,61.7,84000.0
P04day04,28,178.1,18.0,62.0,132000.0
P04day04,28,178.1,-41.2,70.6,2210000.0
P04day04,28,178.1,-109.4,-45.9,691000.0
P04day04,28,178.1,69.4,-21.9,2440000.0
P04day04,28,178.1,158.9,-34.8,1690000.0
P04day04,28,178.1,27.9,-46.6,303000.0
P04day04,28,178.1,-141.2,-45.7,27900.0
